P	1	1	300	no	no	7824x2048	0.16	149.29	0.31	47218.69
P	1	1	300	no	no	7824x2048	0.18	144.33	0.30	47450.36
P	1	1	300	no	no	7824x2048	0.15	140.83	0.33	47069.59
P	1	1	300	no	no	7824x2048	0.19	145.95	0.32	47211.16
P	1	1	300	no	no	7824x2048	0.15	140.13	0.30	46881.34
P	1	1	300	no	no	7824x2048	0.19	161.18	0.38	47190.03
P	1	1	300	no	no	7824x2048	0.15	139.86	0.63	47207.43
P	1	1	300	no	no	7824x2048	0.15	139.38	0.31	47291.07
P	1	1	300	no	no	7824x2048	0.16	142.62	0.39	47022.81
P	1	1	300	no	no	7824x2048	0.15	150.33	0.33	47278.57
P	1	1	300	no	no	7824x2048	0.23	166.87	0.41	47079.06
P	1	1	300	no	no	7824x2048	0.15	144.58	0.30	46963.23
P	1	1	300	no	no	7824x2048	0.18	139.14	0.30	47150.76
P	1	1	300	no	no	7824x2048	0.14	142.13	0.33	47540.54
P	1	1	300	no	no	7824x2048	0.14	143.82	0.29	47035.62
P	1	1	300	no	no	7824x2048	0.14	138.71	0.32	48308.29
P	1	1	300	no	no	7824x2048	0.15	148.27	0.35	47107.58
P	1	1	300	no	no	7824x2048	0.14	144.17	0.30	50075.11
P	1	1	300	no	no	7824x2048	0.14	142.99	0.36	49135.68
P	1	1	300	no	no	7824x2048	0.14	139.36	0.39	47510.07
P	1	1	300	no	no	7824x2048	0.14	138.17	0.31	46869.11
P	1	1	300	no	no	7824x2048	0.47	139.24	0.28	47077.41
P	1	1	300	no	no	7824x2048	0.14	139.38	0.28	47260.89
P	1	1	300	no	no	7824x2048	0.16	140.81	0.34	47094.16
P	1	1	300	no	no	7824x2048	0.15	151.36	0.29	49450.26
P	1	1	300	no	no	7824x2048	0.14	137.46	0.32	47247.84
P	1	1	300	no	no	7824x2048	0.18	138.89	0.38	47086.72
P	1	1	300	no	no	7824x2048	0.14	143.48	0.30	47664.81
P	1	1	300	no	no	7824x2048	0.30	143.10	0.48	47086.80
P	1	1	300	no	no	7824x2048	0.15	147.72	0.31	48355.07
