P	1	1	300	no	no	7824x2048	0.14	194.79	0.33	46808.05
P	1	1	300	no	no	7824x2048	0.14	143.16	0.32	48140.91
P	1	1	300	no	no	7824x2048	0.14	148.24	0.33	48671.98
P	1	1	300	no	no	7824x2048	0.14	144.38	0.30	47313.05
P	1	1	300	no	no	7824x2048	0.14	143.86	0.29	46764.58
P	1	1	300	no	no	7824x2048	0.14	141.07	0.30	46832.43
P	1	1	300	no	no	7824x2048	0.14	139.96	0.33	47439.32
P	1	1	300	no	no	7824x2048	0.14	142.65	0.29	47350.88
P	1	1	300	no	no	7824x2048	0.15	144.89	0.61	46872.54
P	1	1	300	no	no	7824x2048	0.15	138.77	0.34	46931.38
P	1	1	300	no	no	7824x2048	0.14	140.63	0.33	46908.58
P	1	1	300	no	no	7824x2048	0.14	140.80	0.34	46988.07
P	1	1	300	no	no	7824x2048	0.17	140.71	0.30	46716.61
P	1	1	300	no	no	7824x2048	0.14	154.70	0.32	47204.98
P	1	1	300	no	no	7824x2048	0.14	138.45	0.30	46961.41
P	1	1	300	no	no	7824x2048	0.13	139.71	0.33	46734.72
P	1	1	300	no	no	7824x2048	0.14	144.46	0.34	46868.77
P	1	1	300	no	no	7824x2048	0.14	143.86	0.30	46969.29
P	1	1	300	no	no	7824x2048	0.14	137.15	0.28	47324.45
P	1	1	300	no	no	7824x2048	0.14	138.40	0.34	46805.88
P	1	1	300	no	no	7824x2048	0.18	142.81	0.28	46901.66
P	1	1	300	no	no	7824x2048	0.14	137.12	0.29	47355.04
P	1	1	300	no	no	7824x2048	0.14	137.73	0.28	47146.73
P	1	1	300	no	no	7824x2048	0.17	147.81	0.29	46844.93
P	1	1	300	no	no	7824x2048	0.14	136.92	0.31	46963.82
P	1	1	300	no	no	7824x2048	0.18	145.25	0.30	47806.43
P	1	1	300	no	no	7824x2048	0.14	139.18	0.26	48825.04
P	1	1	300	no	no	7824x2048	0.14	136.33	0.31	46852.32
P	1	1	300	no	no	7824x2048	0.15	140.09	0.29	46966.00
P	1	1	300	no	no	7824x2048	0.17	144.54	0.35	46987.03
