P	1	1	300	no	no	7824x2048	0.14	138.82	0.30	46880.39
P	1	1	300	no	no	7824x2048	0.14	138.89	0.32	46678.29
P	1	1	300	no	no	7824x2048	0.14	138.10	0.29	47005.67
P	1	1	300	no	no	7824x2048	0.14	142.36	0.37	47292.44
P	1	1	300	no	no	7824x2048	0.15	144.51	0.33	47212.85
P	1	1	300	no	no	7824x2048	0.14	143.51	0.32	47040.50
P	1	1	300	no	no	7824x2048	0.19	144.95	0.30	46975.14
P	1	1	300	no	no	7824x2048	0.14	139.37	0.29	47770.45
P	1	1	300	no	no	7824x2048	0.14	143.17	0.30	47358.96
P	1	1	300	no	no	7824x2048	0.18	141.71	0.33	47084.36
P	1	1	300	no	no	7824x2048	0.30	138.29	0.29	46939.92
P	1	1	300	no	no	7824x2048	0.27	139.94	0.32	47031.72
P	1	1	300	no	no	7824x2048	0.14	144.01	0.29	46847.66
P	1	1	300	no	no	7824x2048	0.17	142.81	0.29	46930.66
P	1	1	300	no	no	7824x2048	0.15	139.22	0.26	47000.93
P	1	1	300	no	no	7824x2048	0.14	143.31	0.33	46859.26
P	1	1	300	no	no	7824x2048	0.13	139.39	0.35	46740.25
P	1	1	300	no	no	7824x2048	0.14	138.35	0.46	46779.45
P	1	1	300	no	no	7824x2048	0.14	142.12	0.30	47772.83
P	1	1	300	no	no	7824x2048	0.14	142.26	0.30	51091.23
P	1	1	300	no	no	7824x2048	0.13	143.40	0.28	46829.69
P	1	1	300	no	no	7824x2048	0.14	143.82	0.30	46668.76
P	1	1	300	no	no	7824x2048	0.13	138.53	0.27	46816.95
P	1	1	300	no	no	7824x2048	0.14	144.82	0.28	48079.56
P	1	1	300	no	no	7824x2048	0.25	153.02	0.34	50781.49
P	1	1	300	no	no	7824x2048	0.14	138.20	0.30	47432.00
P	1	1	300	no	no	7824x2048	0.14	143.58	0.34	47297.54
P	1	1	300	no	no	7824x2048	0.15	145.33	0.35	46608.05
P	1	1	300	no	no	7824x2048	0.15	140.74	0.28	47331.48
P	1	1	300	no	no	7824x2048	0.13	140.15	0.29	46952.15
