P	11	1	300	no	no	7824x2048	40.40	14903.12	59.44	47751.71
P	11	1	300	no	no	7824x2048	23.65	14145.44	48.44	45984.07
P	11	1	300	no	no	7824x2048	23.41	14156.09	54.43	45863.70
P	11	1	300	no	no	7824x2048	12.32	14211.25	48.41	46848.23
P	11	1	300	no	no	7824x2048	10.06	14187.06	55.49	45739.14
P	11	1	300	no	no	7824x2048	13.82	14105.21	49.97	45408.49
P	11	1	300	no	no	7824x2048	6.08	14047.48	52.42	45552.34
P	11	1	300	no	no	7824x2048	11.60	14071.05	45.99	45556.12
P	11	1	300	no	no	7824x2048	11.46	14239.96	53.05	45975.89
P	11	1	300	no	no	7824x2048	4.23	14050.73	52.77	45840.26
P	11	1	300	no	no	7824x2048	3.58	14022.75	50.16	45519.39
P	11	1	300	no	no	7824x2048	4.28	14129.90	48.58	46379.27
P	11	1	300	no	no	7824x2048	9.17	14644.65	57.90	46352.04
P	11	1	300	no	no	7824x2048	3.87	14027.79	51.79	45723.97
P	11	1	300	no	no	7824x2048	11.99	14122.90	49.01	45476.80
P	11	1	300	no	no	7824x2048	9.23	14080.17	50.55	45763.66
P	11	1	300	no	no	7824x2048	2.10	14167.79	49.51	45778.35
P	11	1	300	no	no	7824x2048	3.75	14074.71	48.31	45980.98
P	11	1	300	no	no	7824x2048	6.13	14125.41	54.68	45820.06
P	11	1	300	no	no	7824x2048	2.57	14106.77	51.62	46241.15
P	11	1	300	no	no	7824x2048	3.79	14083.81	52.97	45715.91
P	11	1	300	no	no	7824x2048	10.02	14079.94	51.42	45490.66
P	11	1	300	no	no	7824x2048	3.91	14067.66	48.22	45720.71
P	11	1	300	no	no	7824x2048	10.27	14126.08	52.53	45696.15
P	11	1	300	no	no	7824x2048	5.65	14265.76	53.64	47175.16
P	11	1	300	no	no	7824x2048	3.17	14000.95	56.78	45327.18
P	11	1	300	no	no	7824x2048	8.90	14067.88	46.43	45704.89
P	11	1	300	no	no	7824x2048	2.76	14117.73	46.97	45836.89
P	11	1	300	no	no	7824x2048	3.22	14260.89	52.67	46760.04
P	11	1	300	no	no	7824x2048	2.47	14069.73	50.82	45863.80
